,Unnamed: 0,id,Store,categories,referralId,hasPerk,location.address,location.crossStreet,location.lat,location.lng,location.labeledLatLngs,location.postalCode,location.cc,location.city,location.state,location.country,location.formattedAddress,venuePage.id,Population
88,88,5ea7338654cad5000867571f,Oasis Dispensaries | North,"[{'id': '52c71aaf3cf9994f4e043d17', 'name': 'Marijuana Dispensary', 'pluralName': 'Marijuana Dispensaries', 'shortName': 'Dispensary', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/dispensary_', 'suffix': '.png'}, 'primary': True}]",v-1615097079,False,17006 S Weber Dr,,33.29263772652931,-111.97029054164886,"[{'label': 'display', 'lat': 33.29263772652931, 'lng': -111.97029054164886}]",85226.0,US,Chandler,AZ,United States,"['17006 S Weber Dr', 'Chandler, AZ 85226', 'United States']",585721190.0,253458.0
116,116,5a90fd23a92d986d09e8fd9b,Arizona Natural Concepts Medical Marijuana Dispensary,"[{'id': '52c71aaf3cf9994f4e043d17', 'name': 'Marijuana Dispensary', 'pluralName': 'Marijuana Dispensaries', 'shortName': 'Dispensary', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/dispensary_', 'suffix': '.png'}, 'primary': True}]",v-1615097079,False,1039 E Carefree Hwy,,33.7986539,-112.0590941,"[{'label': 'display', 'lat': 33.7986539, 'lng': -112.0590941}]",85085.0,US,Phoenix,AZ,United States,"['1039 E Carefree Hwy', 'Phoenix, AZ 85085', 'United States']",485933809.0,1626078.0
117,117,5bd199c81c675b0039a98cbd,Medical Marijuana Dispensary,"[{'id': '54541900498ea6ccd0202697', 'name': 'Health & Beauty Service', 'pluralName': 'Health & Beauty Services', 'shortName': 'Health & Beauty', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}, 'primary': True}]",v-1615097079,False,211 Riverside,,33.67378281830218,-111.96070432662964,"[{'label': 'display', 'lat': 33.67378281830218, 'lng': -111.96070432662964}]",60602.0,US,Chicago,IL,United States,"['211 Riverside', 'Chicago, IL 60602', 'United States']",,
125,125,5e45ca943e3aed000865c664,Nature's Medicines Dispensary,"[{'id': '5745c2e4498e11e7bccabdbd', 'name': 'Drugstore', 'pluralName': 'Drugstores', 'shortName': 'Drugstore', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,6840 NW Grand Ave,,33.55582427978516,-112.20581817626952,"[{'label': 'display', 'lat': 33.555824279785156, 'lng': -112.20581817626953}]",85301.0,US,Glendale,AZ,United States,"['6840 NW Grand Ave', 'Glendale, AZ 85301', 'United States']",,246709.0
132,132,5d3239a48b4b41000835e0e7,Harvest HOC of Glendale Dispensary,"[{'id': '4bf58dd8d48988d1fd941735', 'name': 'Shopping Mall', 'pluralName': 'Shopping Malls', 'shortName': 'Mall', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/mall_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,13631 N 59th Avenue,,33.6093,-112.185473,"[{'label': 'display', 'lat': 33.6093, 'lng': -112.185473}, {'label': 'entrance', 'lat': 33.609342, 'lng': -112.185604}]",85304.0,US,Glendale,AZ,United States,"['13631 N 59th Avenue', 'Glendale, AZ 85304', 'United States']",597941212.0,246709.0
133,133,5c43f99d065ef5002c5594a0,Ponderosa ReLeaf Dispensary,"[{'id': '52c71aaf3cf9994f4e043d17', 'name': 'Marijuana Dispensary', 'pluralName': 'Marijuana Dispensaries', 'shortName': 'Dispensary', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/dispensary_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,9240 West Northern Avenue,,33.552688,-112.258295,"[{'label': 'display', 'lat': 33.552688, 'lng': -112.25829499999999}, {'label': 'entrance', 'lat': 33.552688, 'lng': -112.258295}]",85305.0,US,Glendale,AZ,United States,"['9240 West Northern Avenue', 'Glendale, AZ 85305', 'United States']",,246709.0
134,134,5fee5fac5d623230290cea42,Bloom Dispensary,"[{'id': '52c71aaf3cf9994f4e043d17', 'name': 'Marijuana Dispensary', 'pluralName': 'Marijuana Dispensaries', 'shortName': 'Dispensary', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/dispensary_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,8970 N 91st Ave,W Olive Ave,33.56596026579229,-112.25537180900574,"[{'label': 'display', 'lat': 33.56596026579229, 'lng': -112.25537180900574}]",85345.0,US,Peoria,AZ,United States,"['8970 N 91st Ave (W Olive Ave)', 'Peoria, AZ 85345', 'United States']",,168181.0
140,140,53cc326a498e5dff618ec767,Arizona Natural Selections of Peoria Dispensary,"[{'id': '4bf58dd8d48988d1fd941735', 'name': 'Shopping Mall', 'pluralName': 'Shopping Malls', 'shortName': 'Mall', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/mall_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,9275 West Peoria Avenue #3,,33.5803503,-112.2576355,"[{'label': 'display', 'lat': 33.5803503, 'lng': -112.2576355}]",85345.0,US,Peoria,AZ,United States,"['9275 West Peoria Avenue #3', 'Peoria, AZ 85345', 'United States']",468353776.0,168181.0
145,145,55e4141a498e427753febf24,The Green House Dispensary,"[{'id': '52c71aaf3cf9994f4e043d17', 'name': 'Marijuana Dispensary', 'pluralName': 'Marijuana Dispensaries', 'shortName': 'Dispensary', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/dispensary_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,8160 West Union Hills Drive,,33.653337,-112.234862,"[{'label': 'display', 'lat': 33.653337, 'lng': -112.234862}]",85308.0,US,Glendale,AZ,United States,"['8160 West Union Hills Drive', 'Glendale, AZ 85308', 'United States']",437439286.0,246709.0
146,146,601b4917fe983102f9d0c3de,Oasis Cannabis Medical & Recreational Marijuana Dispensary Glendale,"[{'id': '52c71aaf3cf9994f4e043d17', 'name': 'Marijuana Dispensary', 'pluralName': 'Marijuana Dispensaries', 'shortName': 'Dispensary', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/dispensary_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,6676 West Bell Road,,33.638561000000024,-112.2022152883606,"[{'label': 'display', 'lat': 33.638561000000024, 'lng': -112.2022152883606}]",85308.0,US,Glendale,AZ,United States,"['6676 West Bell Road', 'Glendale, AZ 85308', 'United States']",,246709.0
148,148,5f8df30793cd5847fc1154d5,The Greenhouse Dispensary,"[{'id': '52c71aaf3cf9994f4e043d17', 'name': 'Marijuana Dispensary', 'pluralName': 'Marijuana Dispensaries', 'shortName': 'Dispensary', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/dispensary_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,8160 W Union Hills Dr Ste a 106,,33.6530317,-112.2350457,"[{'label': 'display', 'lat': 33.6530317, 'lng': -112.2350457}]",85308.0,US,Glendale,AZ,United States,"['8160 W Union Hills Dr Ste a 106', 'Glendale, AZ 85308', 'United States']",,246709.0
149,149,51f1a3b27dd248c3b1d1262d,All Greens Dispensary,"[{'id': '4bf58dd8d48988d104941735', 'name': 'Medical Center', 'pluralName': 'Medical Centers', 'shortName': 'Medical', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/medical_', 'suffix': '.png'}, 'primary': True}]",v-1615097080,False,10032 West Bell Road,,33.63860836,-112.2759843,"[{'label': 'display', 'lat': 33.63860836, 'lng': -112.2759843}]",85351.0,US,Sun City,AZ,United States,"['10032 West Bell Road', 'Sun City, AZ 85351', 'United States']",475364326.0,
230,230,4de3fa6de4cd056f74683dbe,The Semen Dispensary,"[{'id': '4bf58dd8d48988d1d8941735', 'name': 'Gay Bar', 'pluralName': 'Gay Bars', 'shortName': 'Gay Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/gaybar_', 'suffix': '.png'}, 'primary': True}]",v-1615097081,False,Melissa's house,,33.67633496,-112.24515182,"[{'label': 'display', 'lat': 33.67633496, 'lng': -112.24515182}]",85382.0,US,Peoria,AZ,United States,"[""Melissa's house"", 'Peoria, AZ 85382', 'United States']",,168181.0
264,264,584487c37d0f6d56904ce7e9,Desert Rose Dispensary,"[{'id': '4bf58dd8d48988d130941735', 'name': 'Building', 'pluralName': 'Buildings', 'shortName': 'Building', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}, 'primary': True}]",v-1615097081,False,24905 N 7th Ave,Happy Valley and 7th Ave,33.7121834,-112.0825009,"[{'label': 'display', 'lat': 33.7121834, 'lng': -112.0825009}]",85085.0,US,Phoenix,AZ,United States,"['24905 N 7th Ave (Happy Valley and 7th Ave)', 'Phoenix, AZ 85085', 'United States']",,1626078.0
268,268,52041c14498e6a0befd95ea5,Giving Tree Dispensary,"[{'id': '52c71aaf3cf9994f4e043d17', 'name': 'Marijuana Dispensary', 'pluralName': 'Marijuana Dispensaries', 'shortName': 'Dispensary', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/dispensary_', 'suffix': '.png'}, 'primary': True}]",v-1615097081,False,21617 North 9th Avenue,,33.6824083,-112.084571,"[{'label': 'display', 'lat': 33.6824083, 'lng': -112.084571}]",85027.0,US,Phoenix,AZ,United States,"['21617 North 9th Avenue', 'Phoenix, AZ 85027', 'United States']",560866003.0,1626078.0
271,271,5fc08813033bfe389f4f6933,Harvest HOC of Avondale Dispensary,"[{'id': '4bf58dd8d48988d1fd941735', 'name': 'Shopping Mall', 'pluralName': 'Shopping Malls', 'shortName': 'Mall', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/mall_', 'suffix': '.png'}, 'primary': True}]",v-1615097081,False,3828 South Vermeersch Road,,33.4108771,-112.3401568,"[{'label': 'display', 'lat': 33.4108771, 'lng': -112.3401568}]",85323.0,US,Avondale,AZ,United States,"['3828 South Vermeersch Road', 'Avondale, AZ 85323', 'United States']",599939968.0,84025.0
